date,EURUSD,NZDUSD,GBPUSD,CADUSD,JPYUSD,gbp_spread,eur_spread,cad_spread,nzd_spread,jpy_spread
2004-08-20,0.8114,1.4859,0.5491,1.298,109.32,1.4473684210526316,0.17368486184966525,1.0994152046783625,1.7953216374269005,0.21403508771929824
2004-08-23,0.8199,1.4981,0.5512,1.3065,109.47,1.453757225433526,0.1716819912536041,1.0982658959537572,1.7745664739884393,0.22023121387283237
2004-08-24,0.8265,1.5328,0.5576,1.3048,109.63,1.453757225433526,0.17168703813557373,1.1127167630057804,1.7947976878612717,0.219364161849711
2004-08-25,0.8271,1.5354,0.5566,1.3047,110.38,1.4393063583815031,0.17169208501754338,1.106936416184971,1.7947976878612717,0.22803468208092487
2004-08-26,0.8275,1.5411,0.5574,1.3123,109.73,1.4502923976608186,0.17370528548898098,1.1140350877192984,1.8099415204678364,0.22602339181286552
2004-08-27,0.8316,1.5279,0.558,1.3104,109.51,1.4431486880466473,0.1732039471090175,1.1107871720116618,1.7959183673469388,0.21545189504373177
2004-08-30,0.8299,1.5361,0.5579,1.3174,109.84,1.45,0.17473735317516026,1.111764705882353,1.8176470588235294,0.21735294117647058
2004-08-31,0.8208,1.5235,0.5546,1.3166,109.0,1.4744744744744744,0.17841575465680476,1.1951951951951951,1.8558558558558558,0.2099099099099099
2004-09-01,0.8211,1.5225,0.5574,1.3071,109.62,1.4789156626506026,0.17895841121047437,1.1987951807228916,1.8554216867469882,0.20572289156626508
2004-09-02,0.8221,1.5432,0.5582,1.2995,109.52,1.4529411764705884,0.17475276100893816,1.1852941176470588,1.8058823529411765,0.20029411764705884
2004-09-03,0.8297,1.5492,0.5631,1.3005,110.47,1.4204545454545454,0.16880024137556954,1.1676136363636365,1.75,0.19829545454545452
2004-09-06,0.8283,1.5478999999999998,0.5635,1.2943500000000001,109.895,1.4142857142857144,0.1697698033867485,1.1757142857142857,1.7714285714285716,0.21171428571428572
2004-09-07,0.8269,1.5466,0.5639,1.2882,109.32,1.4252873563218391,0.17075050978886053,1.1839080459770115,1.7902298850574714,0.21954022988505748
2004-09-08,0.8221,1.5389,0.5592,1.2905,109.22,1.4558823529411766,0.17477330478730874,1.2029411764705882,1.823529411764706,0.22088235294117647
2004-09-09,0.8204,1.5363,0.5601,1.2878,109.69,1.442815249266862,0.17426589398488695,1.1994134897360702,1.8211143695014662,0.20439882697947212
2004-09-10,0.8142,1.5223,0.5562,1.288,109.33,1.438235294117647,0.17478357667649397,1.1941176470588235,1.823529411764706,0.1997058823529412
2004-09-13,0.8163,1.5253,0.5569,1.3,110.13,1.452662721893491,0.1758229653584895,1.1893491124260354,1.8313609467455623,0.20266272189349116
2004-09-14,0.8151,1.5088,0.5555,1.292,109.4,1.4597014925373133,0.17740271197710727,1.2029850746268658,1.8388059701492536,0.2062686567164179
2004-09-15,0.8235,1.5221,0.5627,1.2987,110.34,1.4454277286135693,0.17531461573301602,1.191740412979351,1.817109144542773,0.19734513274336285
2004-09-16,0.8228,1.5158,0.5584,1.2914,109.75,1.4984802431610942,0.18064863512052867,1.203647416413374,1.878419452887538,0.20851063829787236
2004-09-17,0.8214,1.5163,0.558,1.3002,109.97,1.4656716417910447,0.1774183497785535,1.182089552238806,1.8298507462686566,0.19761194029850745
2004-09-20,0.8216,1.5133,0.5593,1.2944,109.87,1.4908536585365852,0.18121004084444187,1.1981707317073171,1.8902439024390245,0.19908536585365855
2004-09-21,0.8154,1.5122,0.5572,1.2886,109.94,1.4878048780487805,0.18121536468944643,1.2073170731707317,1.8902439024390245,0.19634146341463415
2004-09-22,0.8156,1.5094,0.5571,1.2816,110.53,1.4785276073619633,0.182332471899693,1.2116564417177915,1.9018404907975461,0.19447852760736198
2004-09-23,0.8131,1.4975,0.5555,1.2782,110.39,1.4575757575757575,0.18012767291048914,1.2090909090909092,1.8727272727272728,0.1893939393939394
2004-09-24,0.8159,1.4972,0.5546,1.2763,110.72,1.4504504504504505,0.1785101449898586,1.1981981981981982,1.8678678678678677,0.18498498498498497
2004-09-27,0.8125,1.5004,0.5532,1.2738,111.13,1.4559270516717324,0.1806857887622626,1.2066869300911856,1.890577507598784,0.18753799392097265
2004-09-28,0.8126,1.499,0.5523,1.2754,111.48,1.4634146341463414,0.18124198391446922,1.204268292682927,1.8810975609756098,0.18323170731707317
2004-09-29,0.8125,1.4943,0.5565,1.273,110.9,1.4243323442136497,0.1764068752080338,1.1869436201780414,1.827893175074184,0.1810089020771513
2004-09-30,0.8053,1.4804,0.5528,1.2648,110.2,1.4171597633136095,0.1758901277108547,1.1952662721893492,1.822485207100592,0.1849112426035503
2004-10-01,0.8065,1.4852,0.5563,1.2629,110.45,1.3982558139534882,0.17282735287043718,1.183139534883721,1.7877906976744187,0.1869186046511628
2004-10-04,0.8147,1.4937,0.5609,1.2726,111.13,1.4069767441860466,0.17283242909474383,1.183139534883721,1.7936046511627908,0.1991279069767442
2004-10-05,0.812,1.4854,0.5609,1.2625,111.21,1.3924418604651163,0.17283750531905054,1.1773255813953487,1.7819767441860466,0.2078488372093023
2004-10-06,0.8131,1.4804,0.5621,1.2592,111.34,1.361823361823362,0.16939557849263498,1.1652421652421652,1.7521367521367524,0.19686609686609685
2004-10-07,0.8139,1.4804,0.5611,1.2577,111.15,1.3597733711048159,0.1684407769747206,1.1643059490084988,1.7478753541076488,0.1946175637393768
2004-10-08,0.8053,1.4635,0.5576,1.2512,109.44,1.3952802359882006,0.1754021843458344,1.191740412979351,1.8112094395280234,0.2008849557522124
2004-10-11,0.8085,1.46815,0.55845,1.25435,109.61500000000001,1.4065281899109792,0.17644832852937495,1.1913946587537094,1.8100890207715132,0.1940652818991098
2004-10-12,0.8117,1.4728,0.5593,1.2575,109.79,1.397014925373134,0.1775069639867488,1.191044776119403,1.817910447761194,0.1871641791044776
2004-10-13,0.8149,1.483,0.559,1.264,109.78,1.4126506024096388,0.1791162022792842,1.1927710843373494,1.8253012048192772,0.19397590361445785
2004-10-14,0.8069,1.4663,0.5564,1.2528,109.6,1.4355828220858895,0.18241817600577867,1.1993865030674848,1.8496932515337425,0.19049079754601228
2004-10-15,0.8014,1.455,0.5541,1.252,109.14,1.4169184290030212,0.1796678900273273,1.1903323262839878,1.8126888217522659,0.1879154078549849
2004-10-18,0.7987,1.4571,0.5552,1.255,109.23,1.4108761329305135,0.17967316561996025,1.1842900302114803,1.8217522658610272,0.19274924471299093
2004-10-19,0.799,1.4545,0.5544,1.2542,108.36,1.4156626506024097,0.17913724108845883,1.1746987951807228,1.8132530120481927,0.1951807228915663
2004-10-20,0.792,1.444,0.5498,1.2432,108.16,1.4171779141104295,0.1824396020323001,1.1809815950920246,1.8496932515337425,0.19110429447852761
2004-10-21,0.7923,1.4395,0.5465,1.2426,107.43,1.4103343465045592,0.18078132669814992,1.182370820668693,1.829787234042553,0.1851063829787234
2004-10-22,0.7912,1.4401,0.5471,1.2379,107.42,1.4202453987730062,0.1824503150455608,1.1809815950920246,1.8527607361963192,0.19785276073619634
2004-10-25,0.7823,1.4251,0.5434,1.2232,106.61,1.4184615384615387,0.1830170736185056,1.1815384615384614,1.8553846153846152,0.1846153846153846
2004-10-26,0.7838,1.4335,0.5444,1.2246,106.63,1.4171779141104295,0.18246102805882153,1.187116564417178,1.8466257668711656,0.18619631901840492
2004-10-27,0.7859,1.4378,0.5458,1.2253,106.67,1.3798219584569733,0.17651050851138667,1.1691394658753709,1.7952522255192878,0.18189910979228485
2004-10-28,0.7838,1.4588,0.5459,1.2194,106.09,1.4041916167664672,0.17810116044760121,1.1736526946107784,1.8053892215568863,0.19221556886227545
2004-10-29,0.7846,1.4633,0.5451,1.2209,106.04,1.4151515151515153,0.18026525397169788,1.184848484848485,1.8272727272727274,0.19333333333333336
2004-11-01,0.7849,1.4624,0.5458,1.2229,106.41,1.3928571428571428,0.1770514286661363,1.1696428571428572,1.7797619047619049,0.19017857142857145
2004-11-02,0.7872,1.4605,0.5439,1.2263,106.29,1.4221556886227547,0.17811684506881226,1.1736526946107784,1.7994011976047903,0.20269461077844314
2004-11-03,0.782,1.4545,0.5422,1.2121,106.2,1.4119402985074627,0.17759036559446204,1.164179104477612,1.7880597014925372,0.19895522388059703
2004-11-04,0.7762,1.4447,0.5423,1.2053,106.02,1.3916913946587537,0.17654159850239254,1.1572700296735905,1.7774480712166172,0.19465875370919883
2004-11-05,0.7729,1.4393,0.5393,1.1981,105.6,1.3532763532763534,0.16950502825204497,1.1396011396011396,1.7094017094017095,0.19031339031339034
2004-11-08,0.773,1.4438,0.5387,1.1925,105.57,1.3504273504273505,0.16951000324110904,1.1396011396011396,1.7293447293447295,0.19572649572649575
2004-11-09,0.7734,1.4405,0.538,1.195,105.57,1.3371104815864023,0.16855455342433648,1.1388101983002832,1.71671388101983,0.18781869688385272
2004-11-10,0.7737,1.4609,0.5412,1.1977,106.91,1.3174157303370788,0.16713905499986592,1.1179775280898876,1.699438202247191,0.1808988764044944
2004-11-11,0.7722500000000001,1.45235,0.5401,1.1947999999999999,106.22,1.306064880112835,0.1678511983106171,1.1142454160789845,1.7094499294781382,0.1768688293370945
2004-11-12,0.7708,1.4438,0.539,1.1919,105.53,1.3031161473087818,0.1685693938308081,1.1104815864022664,1.7138810198300283,0.18271954674220964
2004-11-15,0.7726,1.4314,0.5411,1.2032,105.53,1.2974504249291785,0.1685743406329653,1.113314447592068,1.7053824362606231,0.18441926345609067
2004-11-16,0.7705,1.4263,0.5393,1.1932,105.35,1.2837078651685394,0.1671586754623546,1.1123595505617978,1.6853932584269662,0.18033707865168538
2004-11-17,0.7674,1.4112,0.5382,1.1925,104.18,1.3256484149855905,0.17149923540564765,1.1152737752161384,1.7291066282420748,0.1835734870317003
2004-11-18,0.7703,1.4112,0.5401,1.207,104.23,1.339080459770115,0.1710114393877047,1.1206896551724137,1.7155172413793103,0.17442528735632185
2004-11-19,0.7658,1.4049,0.5376,1.1928,102.8,1.3025210084033616,0.166705118005834,1.0980392156862746,1.6750700280112047,0.16918767507002802
2004-11-22,0.7664,1.4088,0.5379,1.1848,103.2,1.2949438202247192,0.16717829592484335,1.1067415730337078,1.6882022471910112,0.16376404494382021
2004-11-23,0.7639,1.4025,0.5344,1.1865,103.42,1.2793296089385475,0.16624921667711096,1.089385474860335,1.6843575418994414,0.16298882681564242
2004-11-24,0.7598,1.4083,0.5315,1.1813,102.94,1.2659279778393353,0.16487248141708372,1.0664819944598338,1.6675900277008309,0.16177285318559556
2004-11-25,0.7562,1.39965,0.5294,1.1794,102.75999999999999,1.2468965517241377,0.1641950676213206,1.0344827586206897,1.6551724137931034,0.16413793103448276
2004-11-26,0.7526,1.391,0.5273,1.1775,102.58,1.2390109890109888,0.16352323690629178,1.0329670329670328,1.64010989010989,0.16785714285714284
2004-11-29,0.7527,1.3957,0.5278,1.1846,102.61,1.2123655913978493,0.1600113022985261,1.0268817204301075,1.6048387096774193,0.16881720430107527
2004-11-30,0.7542,1.4,0.5243,1.1902,103.04,1.21505376344086,0.16001599644143333,1.010752688172043,1.6102150537634408,0.1650537634408602
2004-12-01,0.7514,1.3949,0.5182,1.1856,102.78,1.225806451612903,0.16002069058434057,1.0053763440860215,1.596774193548387,0.1639784946236559
2004-12-02,0.7537,1.3928,0.5202,1.1899,103.11,1.2293333333333334,0.15874518164942986,1.008,1.5893333333333333,0.15786666666666666
2004-12-03,0.7468,1.3918,0.5161,1.1976,102.56,1.2659279778393353,0.16490634166121243,1.0,1.6509695290858726,0.16426592797783934
2004-12-06,0.7445,1.3883,0.5149,1.2012,102.68,1.2618384401114207,0.16582990406924566,1.0083565459610029,1.6518105849582172,0.16629526462395544
2004-12-07,0.7442,1.3875,0.5139,1.2088,102.74,1.25,0.16537411606116856,0.9916666666666666,1.6500000000000001,0.16583333333333333
2004-12-08,0.7546,1.4176,0.5186,1.2248,104.74,1.2691218130311617,0.1686584362696379,1.0056657223796035,1.6855524079320114,0.16742209631728044
2004-12-09,0.7534,1.4124,0.5212,1.2253,104.93,1.2598870056497176,0.16818693283712902,1.0254237288135593,1.6836158192090396,0.15847457627118647
2004-12-10,0.7562,1.4215,0.5226,1.2273,105.45,1.2642045454545454,0.16914750126563968,1.03125,1.7017045454545454,0.1582386363636364
2004-12-13,0.7514,1.4079,0.5199,1.2286,104.67,1.2542372881355932,0.16819679849340863,1.0225988700564972,1.694915254237288,0.15480225988700566
2004-12-14,0.753,1.41,0.5198,1.2377,105.59,1.2606232294617565,0.16867822347826675,1.0113314447592068,1.6997167138810199,0.15835694050991503
2004-12-15,0.7447,1.3906,0.5142,1.2229,104.02,1.267241379310345,0.17110677904882085,1.0172413793103448,1.7183908045977012,0.16350574712643676
2004-12-16,0.7526,1.4069,0.5161,1.2363,104.36,1.240223463687151,0.16633213779371828,1.0083798882681563,1.6703910614525141,0.15921787709497204
2004-12-17,0.7522,1.4008,0.5157,1.2257,104.28,1.2451253481894151,0.165873681201428,1.01949860724234,1.6657381615598887,0.1637883008356546
2004-12-20,0.7465,1.3943,0.5133,1.2297,104.01,1.242339832869081,0.165878545327226,1.01949860724234,1.66016713091922,0.15933147632311978
2004-12-21,0.7476,1.4063,0.5191,1.2271,104.33,1.2521008403361344,0.1668127282734892,1.0280112044817928,1.6666666666666667,0.1535014005602241
2004-12-22,0.7468,1.4031,0.5229,1.2401,103.95,1.2408963585434174,0.1668176196492917,1.0392156862745099,1.680672268907563,0.1535014005602241
2004-12-23,0.7412,1.4021,0.521,1.2358,103.71,1.2318435754189945,0.16635652635742632,1.0195530726256983,1.675977653631285,0.15432960893854747
2004-12-24,0.7388,1.3937,0.5199,1.2291,103.65,1.2199170124481327,0.16475071274445402,1.0152143845089903,1.6597510373443982,0.15408022130013832
2004-12-27,0.7339,1.3854,0.5163,1.216,102.97,1.2182648401826484,0.16317569555693595,1.0118721461187214,1.6474885844748859,0.16136986301369863
2004-12-28,0.7342,1.3822,0.5177,1.2185,103.13,1.2249544626593807,0.16273463141924346,1.0154826958105647,1.646630236794171,0.1663934426229508
2004-12-29,0.737,1.4035,0.522,1.2165,104.19,1.2249322493224932,0.16141631794201794,1.013550135501355,1.6368563685636857,0.16260162601626016
2004-12-30,0.7341,1.3926,0.5203,1.2064,103.11,1.2417582417582416,0.1636383723674893,1.0137362637362637,1.6593406593406592,0.16593406593406593
2004-12-31,0.7387,1.3883,0.5219,1.2034,102.68,1.2341597796143253,0.1640939773083405,1.0082644628099173,1.6556473829201102,0.16400367309458216
2005-01-03,0.7421,1.399,0.5247,1.2108,102.83,1.228021978021978,0.16364796698925577,1.013736263736264,1.6602564102564101,0.16117216117216115
2005-01-04,0.7522,1.4146,0.531,1.2248,104.27,1.1989247311827955,0.1601333500141145,1.0,1.6335125448028673,0.1553763440860215
2005-01-05,0.7523,1.4225,0.5298,1.2236,103.95,1.198391420911528,0.15970871964185548,0.9919571045576409,1.638069705093834,0.15603217158176944
2005-01-06,0.7583,1.4329,0.5333,1.2371,104.87,1.1967654986522913,0.1605743898856431,0.9919137466307278,1.6415094339622642,0.1582210242587601
2005-01-07,0.7656,1.4378,0.5347,1.2333,104.93,1.190348525469169,0.1597180827580029,1.0080428954423593,1.6300268096514745,0.15630026809651473
2005-01-10,0.7628,1.4391,0.5333,1.2194,104.32,1.1813333333333333,0.15887090957305755,1.0026666666666666,1.6186666666666667,0.15373333333333333
2005-01-11,0.7598,1.4282,0.532,1.2142,103.42,1.190348525469169,0.15972744587415033,0.997319034852547,1.6246648793565683,0.15281501340482573
